Journal name,JCR Abbreviation,2024 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category,2023 JIF
JOURNAL OF ELECTRONIC MATERIALS,J ELECTRON MATER,2.5,2.2,Q3,2.4,0.5,765,18289,"ENGINEERING, ELECTRICAL & ELECTRONIC|MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED",NA
COMPUTERS & MATHEMATICS WITH APPLICATIONS,COMPUT MATH APPL,2.5,2.5,Q1,2.3,0.6,424,18354,"MATHEMATICS, APPLIED",2.9
DIGESTIVE DISEASES AND SCIENCES,DIGEST DIS SCI,2.5,2.9,Q2,2.4,0.5,421,18532,GASTROENTEROLOGY & HEPATOLOGY,2.5
Journal of Pediatric Surgery,J PEDIATR SURG,2.5,2.5,Q2,2.1,0.6,392,19515,PEDIATRICS|SURGERY,2.4
THERIOGENOLOGY,THERIOGENOLOGY,2.5,2.7,Q1,2.2,0.6,367,20119,VETERINARY SCIENCES,2.4
THERIOGENOLOGY,THERIOGENOLOGY,2.5,2.7,Q3,2.2,0.6,367,20119,REPRODUCTIVE BIOLOGY,2.4
SOFT COMPUTING,SOFT COMPUT,2.5,2.7,Q3,2.5,1.9,140,20544,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",3.1
PHYSIOLOGY & BEHAVIOR,PHYSIOL BEHAV,2.5,3,Q2,2.4,0.4,203,21314,"BEHAVIORAL SCIENCES|PSYCHOLOGY, BIOLOGICAL",2.4
HYDROBIOLOGIA,HYDROBIOLOGIA,2.5,2.6,Q1,2.2,0.5,307,24254,MARINE & FRESHWATER BIOLOGY,NA
OPTICS COMMUNICATIONS,OPT COMMUN,2.5,2.2,Q3,2.2,0.6,1002,27116,OPTICS,NA
LITHOS,LITHOS,2.5,3.3,Q2,2.2,0.4,323,27936,GEOCHEMISTRY & GEOPHYSICS|MINERALOGY,2.9
Forests,FORESTS,2.5,2.7,Q2,2.1,0.7,2148,31140,FORESTRY,2.4
Metals,METALS-BASEL,2.5,2.8,Q2,2.3,0.6,1365,31564,METALLURGY & METALLURGICAL ENGINEERING,2.6
Metals,METALS-BASEL,2.5,2.8,Q3,2.3,0.6,1365,31564,"MATERIALS SCIENCE, MULTIDISCIPLINARY",2.6
ANALYTICAL BIOCHEMISTRY,ANAL BIOCHEM,2.5,2.7,Q3,2.5,0.6,211,33442,"BIOCHEMICAL RESEARCH METHODS|BIOCHEMISTRY & MOLECULAR BIOLOGY|CHEMISTRY, ANALYTICAL",2.6
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,METALL MATER TRANS A,2.5,2.8,Q2,2.3,0.6,377,35750,METALLURGY & METALLURGICAL ENGINEERING,NA
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE,METALL MATER TRANS A,2.5,2.8,Q3,2.3,0.6,377,35750,"MATERIALS SCIENCE, MULTIDISCIPLINARY",NA
NEW JOURNAL OF CHEMISTRY,NEW J CHEM,2.5,2.7,Q2,2.4,0.7,1902,50872,"CHEMISTRY, MULTIDISCIPLINARY",2.7
JOURNAL OF APPLIED PHYSICS,J APPL PHYS,2.5,2.7,Q3,2.3,0.7,1713,145178,"PHYSICS, APPLIED",2.7
Applied Sciences-Basel,APPL SCI-BASEL,2.5,2.7,Q2,2.3,0.6,11198,158735,"CHEMISTRY, MULTIDISCIPLINARY|ENGINEERING, MULTIDISCIPLINARY",2.5
Applied Sciences-Basel,APPL SCI-BASEL,2.5,2.7,Q3,2.3,0.6,11198,158735,"MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED",2.5
Prospects in Pharmaceutical Sciences,PROSPECT PHARM SCI,2.4,2.6,Q3,1.7,0.1,25,81,PHARMACOLOGY & PHARMACY,NA
International Journal of Legal Discourse,INT J LEGAL DISCOURS,2.4,1.9,Q2,1.1,0.7,16,180,LINGUISTICS,NA
International Journal of Economic Sciences,INT J ECON SCI,2.4,1.1,Q3,2.2,0.4,12,184,ECONOMICS,3
WEB ECOLOGY,WEB ECOL,2.4,3,Q2,2.3,0.3,9,266,ECOLOGY,NA
WEB ECOLOGY,WEB ECOL,2.4,3,Q3,2.3,0.3,9,266,ENVIRONMENTAL SCIENCES,NA
Review of Economics and Political Science,REV ECON POLIT SCI-R,2.4,N/A,N/A,2.4,0.4,33,271,ECONOMICS|POLITICAL SCIENCE,NA
in silico Plants,IN SILICO PLANTS,2.4,2.6,Q2,2.2,0.4,17,279,AGRONOMY|MATHEMATICAL & COMPUTATIONAL BIOLOGY|PLANT SCIENCES,2.6
Noise Mapping,NOISE MAPP,2.4,2.1,Q2,2.2,0.7,19,287,ACOUSTICS,NA
Global Constitutionalism,GLOB CONST,2.4,N/A,N/A,1.9,0.5,54,352,INTERNATIONAL RELATIONS|LAW|POLITICAL SCIENCE,NA
Pleura and Peritoneum,PLEURA PERITONEUM,2.4,2.1,Q2,2.1,0.5,14,405,SURGERY,NA
Pleura and Peritoneum,PLEURA PERITONEUM,2.4,2.1,Q3,2.1,0.5,14,405,ONCOLOGY,NA
Clinical Psychology in Europe,CLIN PSYCHOL EUR,2.4,N/A,N/A,2.3,0.9,34,408,"PSYCHOLOGY, CLINICAL",NA
BMJ Neurology Open,BMJ NEUROL OPEN,2.4,2.7,Q3,2.3,0.4,90,442,CLINICAL NEUROLOGY,NA
Journal of Cotton Research,J COTTON RES,2.4,3.2,Q2,2.2,0.9,25,477,PLANT SCIENCES,3.1
Eye and Brain,EYE BRAIN,2.4,3.9,Q1,2.4,0.5,6,490,OPHTHALMOLOGY,3.1
Gender Issues,GEND ISSUES,2.4,2.6,Q2,2.1,0.3,26,545,SOCIAL ISSUES,NA
Journal of Pacific Rim Psychology,J PAC RIM PSYCHOL,2.4,2.5,Q2,2.2,0.6,17,557,"PSYCHOLOGY, MULTIDISCIPLINARY",2.8
WMU Journal of Maritime Affairs,WMU J MARIT AFF,2.4,2.3,Q3,2.2,0.4,21,576,TRANSPORTATION,2.4
RIED-Revista Iberoamericana de Educacion a Distancia,RIED-REV IBEROAM EDU,2.4,2.4,Q2,2.2,2.3,30,584,EDUCATION & EDUCATIONAL RESEARCH,3.4
Echo Research and Practice,ECHO RES PRACT,2.4,3.5,Q2,2.3,1.2,22,590,CARDIAC & CARDIOVASCULAR SYSTEMS,3.2
Climate Change Economics,CLIM CHANG ECON,2.4,2.2,Q2,2.3,0.5,34,606,ECONOMICS,NA
Climate Change Economics,CLIM CHANG ECON,2.4,2.2,Q3,2.3,0.5,34,606,ENVIRONMENTAL STUDIES,NA
Geoscience Data Journal,GEOSCI DATA J,2.4,3.2,Q2,2.3,0.8,36,668,"GEOSCIENCES, MULTIDISCIPLINARY|METEOROLOGY & ATMOSPHERIC SCIENCES",3.3
Mental Health & Prevention,MENT HEALTH PREV,2.4,N/A,N/A,2.2,0.7,66,674,"PSYCHIATRY|PSYCHOLOGY, CLINICAL",NA
PharmaNutrition,PHARMANUTRITION,2.4,2.7,Q3,2.3,0.5,33,703,NUTRITION & DIETETICS|PHARMACOLOGY & PHARMACY,2.4
Parasite Epidemiology and Control,PARASITE EPIDEM CONT,2.4,2.6,Q2,2.3,0.4,52,743,"PARASITOLOGY|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",NA
Parasite Epidemiology and Control,PARASITE EPIDEM CONT,2.4,2.6,Q3,2.3,0.4,52,743,INFECTIOUS DISEASES,NA
International Journal of Disclosure and Governance,INT J DISCL GOV,2.4,3.3,Q2,2.2,0.6,57,769,MANAGEMENT,2.9
Myrmecological News,MYRMECOL NEWS,2.4,3.2,Q1,2.3,0.6,11,812,ENTOMOLOGY,3.8
Eng,ENG-BASEL,2.4,2.4,Q2,2.3,0.6,155,812,"ENGINEERING, MULTIDISCIPLINARY",NA
Substance Abuse-Research and Treatment,SUBST ABUS-RES TREAT,2.4,2.6,Q2,2.4,N/A,0,822,SUBSTANCE ABUSE,NA
Informatics for Health & Social Care,INFORM HEALTH SOC CA,2.4,3,Q2,2.3,0.5,16,847,HEALTH CARE SCIENCES & SERVICES,2.5
Informatics for Health & Social Care,INFORM HEALTH SOC CA,2.4,3,Q3,2.3,0.5,16,847,MEDICAL INFORMATICS,2.5
Business and Politics,BUS POLIT,2.4,2.4,Q1,2.1,0.6,46,849,INTERNATIONAL RELATIONS,NA
Business and Politics,BUS POLIT,2.4,2.4,Q2,2.1,0.6,46,849,POLITICAL SCIENCE,NA
Homicide Studies,HOMICIDE STUD,2.4,2.3,Q2,2.2,0.1,18,861,CRIMINOLOGY & PENOLOGY,NA
JOURNAL OF ECOTOURISM,J ECOTOURISM,2.4,3,Q2,2.2,0.5,31,880,"HOSPITALITY, LEISURE, SPORT & TOURISM",2.4
Analysis and Applications,ANAL APPL,2.4,2.3,Q1,1.9,0.3,54,880,"MATHEMATICS|MATHEMATICS, APPLIED",NA
Plant Reproduction,PLANT REPROD,2.4,2.9,Q2,2.4,0.7,14,882,PLANT SCIENCES|REPRODUCTIVE BIOLOGY,2.9
ALGAE,ALGAE-SEOUL,2.4,2,Q2,1.4,0.3,23,893,MARINE & FRESHWATER BIOLOGY,3.1
ALGAE,ALGAE-SEOUL,2.4,2,Q3,1.4,0.3,23,893,PLANT SCIENCES,3.1
Journal of Law and the Biosciences,J LAW BIOSCI,2.4,3,Q1,2.3,0.8,27,894,"ETHICS|LAW|MEDICAL ETHICS|MEDICINE, LEGAL",2.5
Regional Studies Regional Science,REG STUD REG SCI,2.4,2.5,Q2,2.2,0.3,48,939,GEOGRAPHY,NA
Infectious Disease Reports,INFECT DIS REP,2.4,2.2,Q3,2.3,0.4,79,957,INFECTIOUS DISEASES,3.4
BioPsychoSocial Medicine,BIOPSYCHOSOC MED,2.4,3.3,Q2,2.3,0.2,21,960,"PSYCHIATRY|PSYCHOLOGY, MULTIDISCIPLINARY",NA
Journal of Media Psychology-Theories Methods and Applications,J MEDIA PSYCHOL-GER,2.4,2.3,Q2,2.3,0.8,48,981,"COMMUNICATION|PSYCHOLOGY, MULTIDISCIPLINARY",NA
Clinical Neuropsychiatry,CLIN NEUROPSYCHIATR,2.4,3.1,Q2,2.2,1.3,26,990,CLINICAL NEUROLOGY|PSYCHIATRY,NA
Bioinformatics and Biology Insights,BIOINFORM BIOL INSIG,2.4,3.8,Q2,2.3,0.3,77,1008,BIOCHEMICAL RESEARCH METHODS,NA
Frontiers in Animal Science,FRONT ANIM SCI,2.4,2.6,Q1,2.3,0.4,83,1020,"AGRICULTURE, DAIRY & ANIMAL SCIENCE|VETERINARY SCIENCES",NA
SCANDINAVIAN POLITICAL STUDIES,SCAND POLIT STUD,2.4,2.1,Q2,2.2,0.4,30,1034,POLITICAL SCIENCE,NA
Asian Journal of Urology,ASIAN J UROL,2.4,2.4,Q2,2.4,0.7,55,1064,UROLOGY & NEPHROLOGY,2.4
INTERNATIONAL JOURNAL OF CLINICAL AND EXPERIMENTAL HYPNOSIS,INT J CLIN EXP HYP,2.4,2.2,Q3,1.9,0.9,12,1083,"PSYCHIATRY|PSYCHOLOGY, CLINICAL",NA
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice,HEALTH PROMOT CHRON,2.4,2.9,Q2,2.3,1.1,40,1127,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",NA
Critical Policy Studies,CRIT POLICY STUD,2.4,2.4,Q2,2.1,0.8,33,1138,POLITICAL SCIENCE,NA
Critical Policy Studies,CRIT POLICY STUD,2.4,2.4,Q3,2.1,0.8,33,1138,PUBLIC ADMINISTRATION,NA
Journal of Information Technology & Politics,J INF TECHNOL POLITI,2.4,3,Q1,2.1,0.2,39,1149,COMMUNICATION|POLITICAL SCIENCE,2.6
JOURNAL OF FOOD PRODUCTS MARKETING,J FOOD PROD MARK,2.4,3.3,Q3,2.3,0.5,13,1158,BUSINESS,3.6
Cyberpsychology-Journal of Psychosocial Research on Cyberspace,CYBERPSYCHOLOGY,2.4,3.4,Q1,2.3,0.2,52,1159,"COMMUNICATION|PSYCHOLOGY, MULTIDISCIPLINARY",2.4
Global Knowledge Memory and Communication,GLOB KNOWL MEM COMMU,2.4,2.3,Q2,1.9,0.5,232,1177,INFORMATION SCIENCE & LIBRARY SCIENCE,NA
SCIENCE AS CULTURE,SCI CULT-UK,2.4,2.7,Q1,2.3,0.5,20,1201,CULTURAL STUDIES|HISTORY & PHILOSOPHY OF SCIENCE,2.5
Seminars in Vascular Surgery,SEMIN VASC SURG,2.4,3.1,Q1,2.2,0.2,5,1242,SURGERY,3.3
Seminars in Vascular Surgery,SEMIN VASC SURG,2.4,3.1,Q2,2.2,0.2,5,1242,PERIPHERAL VASCULAR DISEASE,3.3
Resuscitation Plus,RESUSC PLUS,2.4,2.4,Q2,2,0.6,208,1246,CRITICAL CARE MEDICINE|EMERGENCY MEDICINE,NA
LEARNED PUBLISHING,LEARN PUBL,2.4,2.6,Q2,2.2,0.5,44,1274,INFORMATION SCIENCE & LIBRARY SCIENCE,NA
Frontiers in Global Womens Health,FRONT GLOB WOMEN HLT,2.4,2.8,Q1,2.4,0.3,154,1277,WOMENS STUDIES,NA
Frontiers in Global Womens Health,FRONT GLOB WOMEN HLT,2.4,2.8,Q2,2.4,0.3,154,1277,"OBSTETRICS & GYNECOLOGY|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",NA
Journal of Choice Modelling,J CHOICE MODEL,2.4,3.7,Q1,2.1,1.1,36,1297,ECONOMICS,2.8
International Journal of Retina and Vitreous,INT J RETINA VITR,2.4,2.5,Q2,2.3,0.6,74,1311,OPHTHALMOLOGY,NA
Media International Australia,MEDIA INT AUST,2.4,2.3,Q2,2.3,0.2,38,1316,COMMUNICATION,NA
Advances in Biological Regulation,ADV BIOL REGUL,2.4,N/A,N/A,2.3,0.8,25,1322,BIOCHEMISTRY & MOLECULAR BIOLOGY,NA
Journal of Economic Inequality,J ECON INEQUAL,2.4,2.7,Q2,2.3,0.3,50,1335,ECONOMICS,3.6
Journal of Oral & Facial Pain and Headache,J ORAL FACIAL PAIN H,2.4,2.8,Q2,2.3,0.1,29,1352,"DENTISTRY, ORAL SURGERY & MEDICINE",NA
Higher Education Policy,HIGH EDUC POLICY,2.4,2.3,Q2,2.3,0.3,53,1376,EDUCATION & EDUCATIONAL RESEARCH,NA
Advances in Life Course Research,ADV LIFE COURSE RES,2.4,3.5,Q1,1.9,0.3,32,1382,"SOCIAL SCIENCES, INTERDISCIPLINARY",NA
Innovative Higher Education,INNOV HIGH EDUC,2.4,2.5,Q2,2.2,0.4,76,1384,EDUCATION & EDUCATIONAL RESEARCH,NA
Research on Child and Adolescent Psychopathology,RES CHILD ADOLES PSY,2.4,3.2,Q2,2.4,0.5,112,1389,"PSYCHOLOGY, CLINICAL|PSYCHOLOGY, DEVELOPMENTAL",2.9
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SAR QSAR ENVIRON RES,2.4,2.1,Q3,2.2,0.6,52,1422,"CHEMISTRY, MULTIDISCIPLINARY|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS|ENVIRONMENTAL SCIENCES|MATHEMATICAL & COMPUTATIONAL BIOLOGY",NA
SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SAR QSAR ENVIRON RES,2.4,2.1,Q4,2.2,0.6,52,1422,TOXICOLOGY,NA
Cartography and Geographic Information Science,CARTOGR GEOGR INF SC,2.4,2.5,Q2,1.8,1.1,45,1503,GEOGRAPHY,2.6
Police Quarterly,POLICE Q,2.4,3.9,Q1,2.3,1.1,20,1514,CRIMINOLOGY & PENOLOGY,2.9
Advances in Developing Human Resources,ADV DEV HUM RESOUR,2.4,3.2,Q2,2,<0.1,8,1534,INDUSTRIAL RELATIONS & LABOR,3.1
JOURNAL OF HOUSING ECONOMICS,J HOUS ECON,2.4,2.6,Q2,2.2,0.3,28,1536,ECONOMICS|URBAN STUDIES,NA
OCEANOLOGIA,OCEANOLOGIA,2.4,2.3,Q3,2.3,0.9,44,1555,OCEANOGRAPHY,2.6
LEGISLATIVE STUDIES QUARTERLY,LEGIS STUD QUART,2.4,2.3,Q2,2.1,0.2,39,1606,POLITICAL SCIENCE,NA
Journal of Higher Education Policy and Management,J HIGH EDUC POLICY M,2.4,3.1,Q1,2.3,0.6,32,1629,EDUCATION & EDUCATIONAL RESEARCH,2.7
Applications in Plant Sciences,APPL PLANT SCI,2.4,3,Q2,2.2,1,49,1646,PLANT SCIENCES,2.7
Epidemics,EPIDEMICS-NETH,2.4,2.8,Q2,2.2,0.9,64,1699,INFECTIOUS DISEASES,3
APPLIED PSYCHOPHYSIOLOGY AND BIOFEEDBACK,APPL PSYCHOPHYS BIOF,2.4,3.3,Q2,2,0.3,43,1717,"PSYCHOLOGY, CLINICAL",NA
AUSTRALIAN EDUCATIONAL RESEARCHER,AUST EDUC RES,2.4,2.8,Q1,2,0.4,119,1743,EDUCATION & EDUCATIONAL RESEARCH,NA
Journal of Trauma & Dissociation,J TRAUMA DISSOCIATIO,2.4,3.2,Q2,2.1,0.3,31,1752,"PSYCHIATRY|PSYCHOLOGY, CLINICAL",NA
Surgical Oncology Clinics of North America,SURG ONCOL CLIN N AM,2.4,2.2,Q2,2.3,0.3,47,1754,SURGERY,2.4
Surgical Oncology Clinics of North America,SURG ONCOL CLIN N AM,2.4,2.2,Q3,2.3,0.3,47,1754,ONCOLOGY,2.4
Toxin Reviews,TOXIN REV,2.4,3,Q3,2.2,0.9,30,1764,TOXICOLOGY,3.3
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,J NEUROSURG ANESTH,2.4,2.4,Q2,2.2,1.5,52,1821,ANESTHESIOLOGY|SURGERY,NA
JOURNAL OF NEUROSURGICAL ANESTHESIOLOGY,J NEUROSURG ANESTH,2.4,2.4,Q3,2.2,1.5,52,1821,CLINICAL NEUROLOGY,NA
EUROPEAN JOURNAL OF DRUG METABOLISM AND PHARMACOKINETICS,EUR J DRUG METAB PH,2.4,2.6,Q3,2.3,0.3,45,1827,PHARMACOLOGY & PHARMACY,NA
European Annals of Otorhinolaryngology-Head and Neck Diseases,EUR ANN OTORHINOLARY,2.4,2.1,Q2,1.3,1.8,43,1828,OTORHINOLARYNGOLOGY,NA
Management Communication Quarterly,MANAGE COMMUN Q,2.4,2.8,Q2,2.1,0.5,28,1848,COMMUNICATION,NA
Management Communication Quarterly,MANAGE COMMUN Q,2.4,2.8,Q3,2.1,0.5,28,1848,MANAGEMENT,NA
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,INT J SELECT ASSESS,2.4,3,Q2,2,0.3,41,1925,"PSYCHOLOGY, APPLIED",2.6
INTERNATIONAL JOURNAL OF SELECTION AND ASSESSMENT,INT J SELECT ASSESS,2.4,3,Q3,2,0.3,41,1925,MANAGEMENT,2.6
Cognitive Systems Research,COGN SYST RES,2.4,2.8,Q2,2.2,0.7,74,2001,"PSYCHOLOGY, EXPERIMENTAL",NA
Cognitive Systems Research,COGN SYST RES,2.4,2.8,Q3,2.2,0.7,74,2001,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE|NEUROSCIENCES",NA
JBMR Plus,JBMR PLUS,2.4,3.4,Q2,2.3,0.5,152,2022,ENDOCRINOLOGY & METABOLISM,3.4
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,2.4,2.2,Q2,2.2,0.3,39,2028,SURGERY,NA
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,2.4,2.2,Q4,2.2,0.3,39,2028,NEUROIMAGING|NEUROSCIENCES,NA
NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY,NEUROPHYSIOL CLIN,2.4,3.2,Q2,2,0.7,40,2042,CLINICAL NEUROLOGY|NEUROSCIENCES|PHYSIOLOGY,2.7
JOURNAL OF LOW FREQUENCY NOISE VIBRATION AND ACTIVE CONTROL,J LOW FREQ NOISE V A,2.4,2.4,Q2,2.2,0.6,115,2045,ACOUSTICS,2.8
Social Movement Studies,SOC MOVEMENT STUD,2.4,3.5,Q1,2.1,0.4,48,2050,POLITICAL SCIENCE|SOCIOLOGY,2.5
Comparative Biochemistry and Physiology D-Genomics & Proteomics,COMP BIOCHEM PHYS D,2.4,2.8,Q2,2.1,0.4,175,2158,GENETICS & HEREDITY,NA
Comparative Biochemistry and Physiology D-Genomics & Proteomics,COMP BIOCHEM PHYS D,2.4,2.8,Q3,2.1,0.4,175,2158,BIOCHEMISTRY & MOLECULAR BIOLOGY,NA
PSYCHIATRY-INTERPERSONAL AND BIOLOGICAL PROCESSES,PSYCHIATRY,2.4,2.8,Q3,2.3,1,22,2182,PSYCHIATRY,2.7
Odontology,ODONTOLOGY,2.4,2.7,Q2,2.3,0.4,131,2225,"DENTISTRY, ORAL SURGERY & MEDICINE",NA
European Journal of International Law,EUR J INT LAW,2.4,1.9,Q1,2.2,0.2,35,2226,LAW,NA
European Journal of International Law,EUR J INT LAW,2.4,1.9,Q2,2.2,0.2,35,2226,INTERNATIONAL RELATIONS,NA
Language Testing,LANG TEST,2.4,3.1,N/A,2,1.8,22,2237,LANGUAGE & LINGUISTICS,NA
Language Testing,LANG TEST,2.4,3.1,Q1,2,1.8,22,2237,LINGUISTICS,NA
JOURNAL OF CAREER DEVELOPMENT,J CAREER DEV,2.4,3.5,Q2,2.2,0.3,35,2260,"PSYCHOLOGY, APPLIED",2.6
Journal of Diversity in Higher Education,J DIVERS HIGH EDUC,2.4,3.7,Q1,2.1,0.3,87,2285,EDUCATION & EDUCATIONAL RESEARCH,2.5
Journal of Diversity in Higher Education,J DIVERS HIGH EDUC,2.4,3.7,Q2,2.1,0.3,87,2285,"PSYCHOLOGY, EDUCATIONAL|PSYCHOLOGY, SOCIAL",2.5
Review of Research in Education,REV RES EDUC,2.4,7.8,Q1,2.3,0.4,5,2327,EDUCATION & EDUCATIONAL RESEARCH,2.4
JBJS Reviews,JBJS REV,2.4,2.9,Q1,2.4,0.4,3,2334,SURGERY,NA
JOURNAL OF FURTHER AND HIGHER EDUCATION,J FURTH HIGHER EDUC,2.4,2.9,Q1,2.2,0.3,65,2347,EDUCATION & EDUCATIONAL RESEARCH,NA
Clinical Gerontologist,CLIN GERONTOLOGIST,2.4,3,Q2,1.9,0.4,74,2369,GERONTOLOGY|PSYCHIATRY,2.6
Clinical Gerontologist,CLIN GERONTOLOGIST,2.4,3,Q3,1.9,0.4,74,2369,GERIATRICS & GERONTOLOGY,2.6
Horticulture Environment and Biotechnology,HORTIC ENVIRON BIOTE,2.4,2.4,Q2,2.2,0.8,82,2389,HORTICULTURE,2.5
JOURNAL OF ADOLESCENT RESEARCH,J ADOLESCENT RES,2.4,3.2,Q2,2.3,0.1,36,2411,"PSYCHOLOGY, DEVELOPMENTAL",NA
MATHEMATICAL FINANCE,MATH FINANC,2.4,2.4,Q2,2.4,0.4,21,2414,"BUSINESS, FINANCE|ECONOMICS|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS|SOCIAL SCIENCES, MATHEMATICAL METHODS",NA
Dose-Response,DOSE-RESPONSE,2.4,2.6,Q2,2.3,0.3,46,2422,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",NA
Dose-Response,DOSE-RESPONSE,2.4,2.6,Q3,2.3,0.3,46,2422,PHARMACOLOGY & PHARMACY,NA
JOURNAL OF ENVIRONMENTAL EDUCATION,J ENVIRON EDUC,2.4,3.7,Q1,2.3,0.6,38,2424,EDUCATION & EDUCATIONAL RESEARCH,NA
JOURNAL OF ENVIRONMENTAL EDUCATION,J ENVIRON EDUC,2.4,3.7,Q2,2.3,0.6,38,2424,ENVIRONMENTAL STUDIES,NA
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,2.4,2,Q2,1.7,1.7,69,2476,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",2.9
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,2.4,2,Q3,1.7,1.7,69,2476,"CHEMISTRY, MULTIDISCIPLINARY|COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",2.9
Philosophy Compass,PHILOS COMPASS,2.4,2.7,N/A,2.3,0.4,58,2481,PHILOSOPHY,NA
Parasite,PARASITE,2.4,2.7,Q2,2.2,0.8,71,2531,PARASITOLOGY,NA
JOURNAL OF APPLIED BEHAVIORAL SCIENCE,J APPL BEHAV SCI,2.4,3.9,Q2,2.1,0.4,27,2534,"MANAGEMENT|PSYCHOLOGY, APPLIED",NA
BEHAVIOR MODIFICATION,BEHAV MODIF,2.4,2.6,Q2,2.3,0.3,14,2559,"PSYCHOLOGY, CLINICAL",NA
International Journal of Architectural Heritage,INT J ARCHIT HERIT,2.4,2.6,N/A,2,0.4,113,2568,ARCHITECTURE,NA
International Journal of Architectural Heritage,INT J ARCHIT HERIT,2.4,2.6,Q2,2,0.4,113,2568,"CONSTRUCTION & BUILDING TECHNOLOGY|ENGINEERING, CIVIL",NA
Joint Commission Journal on Quality and Patient Safety,JT COMM J QUAL PATIE,2.4,2.6,Q3,2.1,0.7,83,2579,HEALTH CARE SCIENCES & SERVICES,NA
JOURNAL OF NONDESTRUCTIVE EVALUATION,J NONDESTRUCT EVAL,2.4,2.8,Q2,2.2,0.7,117,2653,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",2.6
Journal of Contemporary China,J CONTEMP CHINA,2.4,3.1,Q1,2.1,0.4,68,2654,AREA STUDIES,2.4
JOURNAL OF ADVERTISING RESEARCH,J ADVERTISING RES,2.4,3.3,Q1,2.1,0.5,23,2669,COMMUNICATION,NA
JOURNAL OF ADVERTISING RESEARCH,J ADVERTISING RES,2.4,3.3,Q3,2.1,0.5,23,2669,BUSINESS,NA
Hydrology Research,HYDROL RES,2.4,2.6,Q2,2.3,0.7,74,2675,WATER RESOURCES,2.6
Leisure Studies,LEISURE STUD,2.4,2.8,Q2,1.9,0.6,72,2676,"HOSPITALITY, LEISURE, SPORT & TOURISM",NA
Psychology of Violence,PSYCHOL VIOLENCE,2.4,3.5,Q1,2.3,0.4,84,2701,CRIMINOLOGY & PENOLOGY|FAMILY STUDIES,2.4
Psychology of Violence,PSYCHOL VIOLENCE,2.4,3.5,Q2,2.3,0.4,84,2701,"PSYCHOLOGY, CLINICAL",2.4
Substance Abuse,SUBST ABUS,2.4,3.2,Q2,2.4,N/A,0,2705,SUBSTANCE ABUSE,2.8
Geoheritage,GEOHERITAGE,2.4,2.6,Q2,1.5,0.6,131,2719,"GEOSCIENCES, MULTIDISCIPLINARY",NA
ATTACHMENT & HUMAN DEVELOPMENT,ATTACH HUM DEV,2.4,3.4,Q2,2,0.1,45,2720,"PSYCHOLOGY, DEVELOPMENTAL",3.3
Sexuality Research and Social Policy,SEX RES SOC POLICY,2.4,2.9,Q1,2.2,0.6,140,2729,"SOCIAL SCIENCES, INTERDISCIPLINARY",2.5
European Biophysics Journal,EUR BIOPHYS J BIOPHY,2.4,2.1,Q3,2.3,0.3,30,2732,BIOPHYSICS,NA
International Journal for Numerical Methods in Biomedical Engineering,INT J NUMER METH BIO,2.4,2.4,Q2,2.1,0.5,92,2741,"MATHEMATICAL & COMPUTATIONAL BIOLOGY|MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",NA
International Journal for Numerical Methods in Biomedical Engineering,INT J NUMER METH BIO,2.4,2.4,Q3,2.1,0.5,92,2741,"ENGINEERING, BIOMEDICAL",NA
